REF_AREA,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2000-2007,2010-2022
Lithuania,1.27335709991541,11.5484375564981,4.71499066735743,9.17407232053487,2.52024872018608,6.72664283979376,8.22666252349578,7.13877695149303,2.45414838649478,-4.33956047124457,5.68757441396905,6.87166383826912,2.03829500735717,3.06488249178347,1.92850253126196,-0.787787557700659,-1.00587633540606,7.41190079845253,2.14474643761591,3.98217306411128,6.05309455374787,3.42501840331992,-2.7407979840022,,6.415398584909307,2.9287222817522585
Luxembourg,1.20749862365859,-1.7721107363263,0.754716319556237,0.739092487723547,1.83903617835375,0.993916418440999,2.09644874717652,2.64141849228448,-4.81638491910098,-0.201044155127117,1.67038511879511,-1.76198768542328,-0.389480163762934,1.83928072002506,-0.245687898629454,-0.769905390842185,1.98023327855443,-1.48077087945792,-1.67696866390499,-0.192897888473298,3.2382002140495,-0.0273412564240072,-1.3497070315974,-3.470692899276,1.0625020663584779,0.06410403637758705
Latvia,9.17746071819474,4.18375979053749,7.32356393486076,8.08198031313694,10.0491301683215,7.36412023595099,6.63646301111218,7.98782937104212,-0.0526745391148387,2.66409606981137,3.268384165492,0.183267254973529,6.47377254661268,0.0502843557462995,2.72532911431385,4.41849718390732,2.64029478836656,4.22381536171872,1.79717354027338,2.5407982871259,2.18634227491012,7.88722617827131,3.30182255180451,,7.60053844289459,3.207462123347398
Mexico,,,,,,,2.25122721272708,0.950291960565508,-0.799767253020767,-6.94719689839545,3.43145306487154,1.55614969276028,2.43576523617268,-0.553792340617687,2.13641242557243,-0.0010838003123736,-0.508530960946596,0.321507163273926,-0.880875147788784,-2.46853795013733,-1.15223060636013,-2.69168983468141,-0.412570323323536,,1.600759586646294,0.09322897065253927
Netherlands,2.67437493160929,1.01314605249343,0.69254041569371,1.3065264062069,2.6046333610285,2.04747381686754,1.27145451058364,0.634903487436378,0.834848476872763,-2.19525740018024,2.0253781015485,0.82376601377887,-0.416449279510378,0.496404860492117,1.03430930480779,0.762473412723552,0.0362504683013576,0.273354182229468,-0.33461102743686,-0.444784174042434,-0.297612053190788,3.58135153617034,0.135731826214602,-1.2339859234837,1.5306316227399237,0.5904279363143183
Norway,3.93540716066523,3.70688733063074,2.18287826087165,3.21546030525819,2.03821521383034,1.13539269325498,-0.6570498999242,-1.77171099653431,-3.01286816996214,-0.0540842687399401,0.510847263841585,-0.690568278935744,0.898259829752557,0.590635517830074,0.800729604810435,1.33026422978915,0.643927713814674,2.0696549532357,-0.773981178365735,-0.384406732259435,0.903941796459762,1.48501021187479,-0.880441810440602,,1.7231850085065776,0.5002979324159393
New Zealand,3.01309965836947,1.82783902669843,1.93592883007301,2.01790095251122,-0.392676812170589,-0.248157010306072,1.15742234220635,3.94662527750635,-3.31059052222509,5.32393607513966,-0.85885763178476,1.88999620252035,3.73524660071223,-2.10438931597153,-0.108602387676027,2.306412749034,-0.943295836362157,0.102073612243281,1.99973511214133,-0.655199826646435,1.82173425175856,2.65428421991616,-0.917051749753028,,1.6572477831110213,0.6863143077024596
OECD,,,,,,,,,,,,,0.62795,1.132837,0.864613,1.215877,0.466091,1.619589,1.003366,1.145792,4.129525,-0.544951,-0.673996,,,0.9987902727272726
Poland,7.94635988640082,3.45505748769206,5.47592241980641,4.43075966654334,3.78842751114721,1.58940426827952,2.785288014862,2.60201395707302,0.773592634505516,3.23585949468324,6.00972290675703,4.7167481996639,1.68848052043944,1.10977356476443,1.74483942867412,2.43539187274637,2.00114171789754,4.8835010538149,6.80421046370507,4.76266540485506,-1.25004915782934,0.905518721526355,2.4065410335752,,4.009154151475547,2.939883517737698
Portugal,1.07146980670563,1.06549689035271,0.750283676254049,0.407756655995217,2.18099125181259,1.13638959003202,1.85893206416312,1.56880336963516,0.646782724558981,-0.430836562492143,3.05222062802113,1.48504110388112,0.97755583008452,1.44578259478625,-1.01551513187408,-0.0207482452027619,0.0632899325485603,0.81409118503275,-0.0937000563524193,1.5150745166622,1.05106893842901,1.33545752053232,6.10181611436114,,1.255015413118812,1.2854949946853642
Slovak Republic,2.62058100107958,3.89617934081057,7.16165638837525,7.47782991766941,3.5811676064142,2.90071610941414,5.54232230674092,8.01089126337939,2.15673032678876,-2.88515791271939,7.0661473343449,1.36938453699973,1.56512024129754,2.35648037009075,1.62914531569236,3.7888333062623,0.458005320461097,1.75504644721578,3.01810662094082,2.14688850520699,6.29566726624278,4.71275689470447,-1.87675781248884,0.216458688216625,5.148917991735432,2.6372941805362062
Slovenia,3.24159074352446,3.49443326152399,0.434807518722469,3.08849575756662,3.27868344855098,6.75874138494374,5.93441437036928,4.29141832128113,-0.13748328562192,-6.30620036183431,3.42834098818479,3.63315782336842,-0.575993068353065,-0.977939426095153,1.14805829253632,0.554285985855518,3.47773852152629,3.76350278641187,2.41162315483918,1.14291858156186,0.777534210638109,2.75315279694444,-1.44903598418623,-0.0025476985284766,3.8153231008103337,1.545180358710181
Sweden,3.60670145306834,0.792035218787346,3.62421906267372,3.7813565836238,3.52009407889591,2.84106554546733,2.87999167627409,0.287838675427721,-1.76075950323034,-1.40841409884757,3.50509118054616,0.810622928619287,-0.478643719786864,0.800225096986096,1.14023304713846,2.86154331677695,-0.615054607953702,0.890993230917569,0.365558023081092,2.28254051606296,1.06419699305691,3.52676863978652,0.308343654047794,,2.666662786777282,1.2663398691753256
Türkiye,8.518336,-5.960742,6.717922,6.599642,9.138561,6.317675,4.700407,5.313557,-0.331874,-4.124464,2.519722,5.498641,2.094364,6.751075,-0.05414,4.082506,2.258194,4.752667,2.554887,3.86289,17.799393,-6.077962,-1.129867,,5.168169750000001,3.4547976923076926
United States,2.74682643289088,2.20935765653942,2.78234504470216,3.03202813202488,2.60736891056974,2.08832506730778,0.933959778428095,1.42160801943361,1.26931039270946,3.20407110403234,2.64117315242962,0.0587819712803306,0.36872752500805,0.702203686760039,0.556521810042043,0.932949972764119,0.357381293094017,1.11241335086103,1.29831487712067,1.35160829068035,4.56141148714171,1.37249997156681,-1.60551857703218,,2.2277273802370705,1.0544976009012776
