yrke,Antall arbeidsforhold med lønnKvinner,Antall arbeidsforhold med lønnMenn,Kvinner,Menn,Kvinners lønn som andel av menns,Kvinners lønn sammenlignet med menns,Andel kvinner
Automatikere,285.0,5576.0,39000.0,48130.0,81.03054228132142,-9130.0,4.862651424671557
"Bakere, konditorer mv.",666.0,924.0,32630.0,36870.0,88.50013561160836,-4240.0,41.88679245283019
Barnehage- og skolefritidsassistenter mv.,89202.0,20876.0,34100.0,32230.0,105.80204778156997,1870.0,81.03526590236014
Bartendere,3195.0,2779.0,28630.0,30000.0,95.43333333333334,-1370.0,53.481754268496815
Befal med sersjant grad,192.0,862.0,44570.0,49300.0,90.4056795131846,-4730.0,18.216318785578746
Begravelsesbyrå- og krematoriearbeidere,388.0,575.0,42680.0,44630.0,95.63074165359625,-1950.0,40.2907580477674
Betongarbeidere,108.0,10666.0,37680.0,41720.0,90.31639501438158,-4040.0,1.0024132170038982
Bibliotekarer og andre informasjonsarbeidere,2201.0,608.0,43130.0,42540.0,101.38692994828398,590.0,78.3552865788537
Bibliotekassistenter,307.0,119.0,36720.0,35120.0,104.55580865603645,1600.0,72.06572769953051
"Bil-, drosje- og varebilførere",1575.0,14329.0,31660.0,32960.0,96.05582524271846,-1300.0,9.903169014084508
Billettselgere,294.0,140.0,38960.0,39330.0,99.05924230867022,-370.0,67.74193548387096
Bilmekanikere,462.0,20656.0,33610.0,38970.0,86.24583012573774,-5360.0,2.1877071692395114
Bilvaskere,334.0,2973.0,29230.0,32500.0,89.93846153846154,-3270.0,10.099788327789536
"Bingoverter, bookmakere mv.",515.0,271.0,30320.0,30400.0,99.73684210526315,-80.0,65.52162849872774
Bioingeniører,6203.0,1405.0,44050.0,45700.0,96.38949671772428,-1650.0,81.53259726603575
"Biologer, botanikere, zoologer mv.",685.0,822.0,54670.0,59500.0,91.88235294117646,-4830.0,45.45454545454545
Bioteknikere (ikke-medisinske laboratorier),790.0,511.0,40420.0,42180.0,95.82740635372214,-1760.0,60.72252113758647
Brannkonstabler,476.0,9442.0,43230.0,48770.0,88.64055771990978,-5540.0,4.799354708610607
"Brukerstøtte, IKT",1565.0,3131.0,42370.0,45000.0,94.15555555555557,-2630.0,33.326235093696766
Bud mv.,765.0,3080.0,32670.0,32790.0,99.63403476669717,-120.0,19.89596879063719
Bussjåfører og trikkeførere,1187.0,15373.0,37280.0,37390.0,99.70580369082643,-110.0,7.167874396135265
Butikkavdelingssjefer,3129.0,2015.0,37810.0,40910.0,92.42239061354192,-3100.0,60.82814930015552
Butikkmedarbeidere,110277.0,64074.0,33290.0,34840.0,95.55109070034443,-1550.0,63.249995698332675
Bygningsingeniører,3216.0,14963.0,50060.0,53350.0,93.8331771321462,-3290.0,17.69074206502008
Databasedesignere og -administratorer,139.0,358.0,54380.0,59870.0,90.83013195256389,-5490.0,27.96780684104628
Dataregistrere,274.0,233.0,42500.0,45360.0,93.69488536155202,-2860.0,54.043392504930964
Dekks- og maskinmannskap (skip),269.0,5069.0,37800.0,46370.0,81.51822298900152,-8570.0,5.039340576995129
Dekksoffiserer og loser,193.0,6796.0,53460.0,64160.0,83.32294264339151,-10700.0,2.761482329374732
"Dirigenter, komponister, musikere og sangere",1092.0,1543.0,49040.0,50100.0,97.88423153692615,-1060.0,41.442125237191654
Dommere,416.0,469.0,98750.0,98750.0,100.0,0.0,47.005649717514125
"Driftsteknikere, IKT",2961.0,12554.0,49460.0,50860.0,97.2473456547385,-1400.0,19.08475668707702
Egg- og fjærfeprodusenter,166.0,279.0,30000.0,33750.0,88.88888888888889,-3750.0,37.30337078651685
Eiendomsmeglere og - forvaltere,2340.0,3749.0,52680.0,64580.0,81.57324248993496,-11900.0,38.42995565774347
Elektrikere,948.0,31340.0,39500.0,43940.0,89.89531178880291,-4440.0,2.93607532210109
Elektronikkingeniører,1338.0,11981.0,55140.0,56130.0,98.23623730625334,-990.0,10.04579923417674
Elkraftingeniører,524.0,4206.0,53510.0,57570.0,92.947715824214,-4060.0,11.078224101479915
Energimontører,196.0,4736.0,41430.0,45670.0,90.71600613093935,-4240.0,3.9740470397404706
Ergoterapeuter,2694.0,328.0,42500.0,42110.0,100.92614580859653,390.0,89.14626075446725
Ernæringsfysiologer,618.0,155.0,47920.0,54290.0,88.26671578559588,-6370.0,79.94825355756791
Farmasøyter,1428.0,376.0,51110.0,52080.0,98.13748079877112,-970.0,79.15742793791574
Fengselsbetjenter,1527.0,2155.0,42940.0,44450.0,96.60292463442069,-1510.0,41.47202607278653
Finans- og investeringsrådgivere,3502.0,4023.0,54390.0,64210.0,84.70643201993458,-9820.0,46.538205980066444
Finans- og økonomisjefer,3823.0,4733.0,69580.0,86320.0,80.60704355885079,-16740.0,44.68209443665264
Finansanalytikere,5849.0,7519.0,54880.0,63430.0,86.52057386094909,-8550.0,43.75374027528426
Finansmeglere,1226.0,2735.0,57480.0,81820.0,70.25177218284038,-24340.0,30.95177985357233
Fiskere,107.0,390.0,35890.0,40000.0,89.725,-4110.0,21.52917505030181
Flygeledere,125.0,353.0,83090.0,113200.0,73.40106007067138,-30110.0,26.15062761506276
"Flyverter, båtverter mv.",1269.0,342.0,39890.0,41130.0,96.98516897641623,-1240.0,78.77094972067039
Forfattere mv.,948.0,639.0,52040.0,55420.0,93.90111872970047,-3380.0,59.73534971644613
Forsikringsagenter,4002.0,4651.0,49050.0,57070.0,85.94708253022604,-8020.0,46.24985554143072
Forsknings- og utviklingsledere,804.0,2148.0,73100.0,79520.0,91.92655935613682,-6420.0,27.235772357723576
Fotografer og filmfotografer,327.0,792.0,39830.0,45830.0,86.908138773729,-6000.0,29.2225201072386
Frisører,8515.0,937.0,31010.0,30270.0,102.44466468450611,740.0,90.08675412611088
Fysikere og astronomer,132.0,276.0,53960.0,63220.0,85.35273647579879,-9260.0,32.35294117647059
Fysioterapeuter,4898.0,1531.0,43310.0,43840.0,98.79105839416059,-530.0,76.1860320423083
Førskolelærere,31562.0,3338.0,42740.0,40920.0,104.4477028347996,1820.0,90.43553008595988
Førtrykkere,470.0,570.0,39630.0,39380.0,100.63484002031488,250.0,45.19230769230769
Gartnere,1969.0,4210.0,30830.0,36000.0,85.63888888888889,-5170.0,31.86599773426121
Gatekjøkken- og kafémedarbeidere mv.,7402.0,4941.0,28840.0,29230.0,98.66575436195689,-390.0,59.96921331929028
Geistlige yrker,872.0,1645.0,51670.0,53230.0,97.06932181100882,-1560.0,34.644417957886375
Geologer og geofysikere,884.0,1663.0,68300.0,80150.0,85.21522145976294,-11850.0,34.70749901845308
Gjenvinningsarbeidere,108.0,637.0,31170.0,35830.0,86.99413898967346,-4660.0,14.496644295302014
Grafiske- og multimediadesignere,2185.0,2200.0,45000.0,49170.0,91.51921903599755,-4170.0,49.82896237172178
Grunnskolelærere,63454.0,22576.0,46810.0,46980.0,99.63814389101745,-170.0,73.7579913983494
"Gull- og sølvsmeder, gravører mv.",209.0,153.0,36770.0,38510.0,95.48169306673591,-1740.0,57.73480662983425
Handels- og skipsmeglere,110.0,634.0,56790.0,83330.0,68.15072602904117,-26540.0,14.78494623655914
Havbruksarbeidere,1129.0,5735.0,40820.0,46260.0,88.24038045827929,-5440.0,16.448135198135198
Helse- og miljøkontrollører,2216.0,2060.0,49320.0,57730.0,85.43218430625325,-8410.0,51.82413470533208
Helsefagarbeidere,94456.0,18114.0,41840.0,41260.0,101.40571982549685,580.0,83.9086790441503
Helsesekretærer,9503.0,142.0,36380.0,35830.0,101.53502651409434,550.0,98.52773457750129
Hjelpearbeidere i anlegg,883.0,16366.0,34100.0,38140.0,89.40744625065548,-4040.0,5.119137341295148
Hjelpearbeidere i bygg,486.0,8160.0,32450.0,34270.0,94.68923256492559,-1820.0,5.621096460791118
Hjelpearbeidere i gartneri mv.,314.0,1343.0,33760.0,34500.0,97.85507246376811,-740.0,18.949909474954737
Hjelpearbeidere i husdyrproduksjon,575.0,214.0,24250.0,28330.0,85.59830568302154,-4080.0,72.87705956907477
Hjelpearbeidere i kombinasjonsbruk,211.0,527.0,27270.0,28000.0,97.39285714285715,-730.0,28.59078590785908
Hjemmehjelper,14399.0,3860.0,34370.0,35830.0,95.92520234440413,-1460.0,78.85974040199353
Hotellresepsjonister,4378.0,2069.0,31120.0,31410.0,99.07672715695638,-290.0,67.90755390103924
Hotellsjefer,267.0,338.0,43660.0,42650.0,102.36811254396247,1010.0,44.132231404958674
Håndpakkere mv.,549.0,744.0,33280.0,35760.0,93.0648769574944,-2480.0,42.459396751740144
Høyere saksbehandlere i offentlig og privat virksomhet,49179.0,27901.0,47250.0,52120.0,90.65617805065233,-4870.0,63.80254281266217
Idrettsutøvere,429.0,1816.0,30000.0,36000.0,83.33333333333334,-6000.0,19.10913140311804
Industrisyere,668.0,201.0,34320.0,31920.0,107.51879699248121,2400.0,76.86996547756041
Informasjonsrådgivere,2468.0,1566.0,49500.0,53180.0,93.0801053027454,-3680.0,61.179970252850765
Informasjonsskrankemedarbeidere,177.0,299.0,38950.0,39290.0,99.13463985747009,-340.0,37.18487394957983
"Ingeniører innen petroleum, bergverk og metallurgi",1790.0,10413.0,59720.0,67000.0,89.13432835820896,-7280.0,14.668524133409816
Inkassomedarbeidere mv.,1184.0,696.0,39270.0,39940.0,98.32248372558838,-670.0,62.97872340425532
Innkjøpere,2376.0,3372.0,48660.0,52000.0,93.57692307692308,-3340.0,41.33611691022965
Interiørdesignere og dekoratører,1333.0,362.0,37810.0,41660.0,90.75852136341814,-3850.0,78.64306784660768
Internett-teknikere,126.0,131.0,46670.0,57200.0,81.5909090909091,-10530.0,49.0272373540856
Intervjuere,482.0,474.0,26310.0,27380.0,96.09203798392988,-1070.0,50.418410041841
Journalister,3590.0,4347.0,50400.0,52940.0,95.20211560256895,-2540.0,45.23119566586872
Jurister og advokater,5065.0,4369.0,60030.0,68780.0,87.27827856935156,-8750.0,53.68878524485902
Kjemiingeniører,1145.0,1250.0,48310.0,58050.0,83.22136089577951,-9740.0,47.80793319415449
Kjemikere,458.0,382.0,60420.0,66460.0,90.91182666265422,-6040.0,54.52380952380952
Kjøkkenassistenter,13746.0,5606.0,30660.0,29210.0,104.96405340636767,1450.0,71.03141794129806
Kjøreskolelærere,472.0,1502.0,42210.0,44550.0,94.74747474747474,-2340.0,23.910840932117527
Kokker,8580.0,11239.0,34280.0,32840.0,104.38489646772229,1440.0,43.29179070588829
Konduktører,553.0,828.0,52470.0,54020.0,97.13069233617179,-1550.0,40.04344677769732
Konferanse- og arrangementsplanleggere mv.,427.0,377.0,42220.0,49230.0,85.76071501117205,-7010.0,53.10945273631841
Kontormedarbeidere,50704.0,14880.0,38680.0,40350.0,95.86121437422553,-1670.0,77.31153939985363
Kontrolloperatører ved olje- og naturgassraffineringsanlegg,179.0,1612.0,56170.0,60970.0,92.12727570936526,-4800.0,9.994416527079844
Kopper- og blikkenslagere,120.0,4720.0,32480.0,39780.0,81.649069884364,-7300.0,2.479338842975207
Koreografer og dansere,352.0,121.0,41900.0,42780.0,97.94296400187004,-880.0,74.4186046511628
Kosmetologer mv.,2410.0,190.0,31840.0,33230.0,95.81703280168522,-1390.0,92.6923076923077
Kundebehandlere lån og kreditt,7940.0,6268.0,46400.0,53980.0,85.95776213412375,-7580.0,55.884009009009006
"Kundebehandlere, bank og postkontor",445.0,355.0,38190.0,38260.0,99.8170412963931,-70.0,55.625
Kundesentermedarbeidere,2436.0,1913.0,38030.0,38000.0,100.07894736842104,30.0,56.0128765233387
Lagermedarbeidere og material-forvaltere,6690.0,31252.0,37800.0,39130.0,96.6010733452594,-1330.0,17.632175425649677
"Landmålere, kartografer mv.",446.0,793.0,51430.0,52120.0,98.67613200306984,-690.0,35.99677158999193
Landskapsarkitekter,543.0,276.0,57080.0,60890.0,93.74281491213664,-3810.0,66.30036630036629
Laste- og lossearbeidere,557.0,4250.0,31010.0,36610.0,84.7036328871893,-5600.0,11.587268566673602
Lastebil- og trailersjåfører,718.0,26172.0,35720.0,37930.0,94.17347745847614,-2210.0,2.670137597619933
Ledere av IKT-enheter,701.0,4360.0,74370.0,75100.0,99.02796271637816,-730.0,13.85101758545742
Ledere av bygge- og anleggsvirksomhet,1011.0,13503.0,55750.0,58380.0,95.49503254539225,-2630.0,6.965688300950807
Ledere av eldreomsorg,1710.0,604.0,57670.0,62350.0,92.49398556535685,-4680.0,73.8980121002593
Ledere av forsikring og finansvirksomhet,1586.0,3377.0,79130.0,89510.0,88.40353033180651,-10380.0,31.956477936731815
Ledere av helsetjenester,7214.0,2783.0,55830.0,64760.0,86.21062384187769,-8930.0,72.16164849454837
Ledere av industriproduksjon mv.,1320.0,10274.0,66670.0,65170.0,102.30167254871874,1500.0,11.385199240986717
Ledere av logistikk og transport mv.,1364.0,7206.0,61900.0,60440.0,102.41561879549967,1460.0,15.915985997666276
Ledere av olje- og gassutvinning mv.,1434.0,5562.0,95270.0,98170.0,97.04594071508608,-2900.0,20.497427101200685
Ledere av omsorgstjenester for barn,3952.0,440.0,53730.0,55730.0,96.41126861654405,-2000.0,89.98178506375227
Ledere av sosialomsorg,808.0,945.0,52360.0,55530.0,94.29137403205475,-3170.0,46.09241300627496
Ledere av utdanning og undervisning,6469.0,5024.0,59590.0,61680.0,96.61154345006486,-2090.0,56.286435221439135
"Ledere i skogbruk, gartnerier mv.",270.0,490.0,52290.0,54860.0,95.31534815895006,-2570.0,35.526315789473685
Legespesialister,8984.0,8023.0,78820.0,90710.0,86.89229412413185,-11890.0,52.825307226436166
Lektorer mv. (videregående skole),16104.0,12763.0,49800.0,49790.0,100.02008435428802,10.0,55.78688467800603
Logistikkmedarbeidere,2029.0,5545.0,42980.0,44360.0,96.88908926961226,-1380.0,26.789015051491944
Lokomotiv og T-baneførere,214.0,1749.0,52040.0,59950.0,86.80567139282735,-7910.0,10.901681100356598
Lønningsmedarbeidere,1748.0,189.0,44980.0,45500.0,98.85714285714286,-520.0,90.24264326277749
Malere og byggtapetserere,480.0,7636.0,35540.0,36600.0,97.10382513661202,-1060.0,5.914243469689502
Maskiningeniører,529.0,6570.0,52500.0,52500.0,100.0,0.0,7.451753768136357
"Matematikere, statistikere mv.",631.0,635.0,49930.0,55730.0,89.59267898797775,-5800.0,49.842022116903635
Melke- og husdyrprodusenter,1706.0,3590.0,28960.0,30850.0,93.87358184764992,-1890.0,32.21299093655589
Metalldreiere mv.,197.0,3015.0,35960.0,39610.0,90.78515526382228,-3650.0,6.133250311332503
Meteorologer,115.0,143.0,50660.0,54580.0,92.81788200806156,-3920.0,44.57364341085272
Miljøarbeidere innen sosiale fagfelt,10818.0,3979.0,42340.0,42530.0,99.55325652480602,-190.0,73.10941407041967
Miljøvernrådgivere,255.0,242.0,48980.0,54080.0,90.56952662721893,-5100.0,51.30784708249497
Montører av elektriske og elektroniske produkter,1010.0,2201.0,36860.0,41600.0,88.60576923076923,-4740.0,31.45437558393024
Møbelsnekkere,154.0,1976.0,34100.0,36000.0,94.72222222222221,-1900.0,7.230046948356808
Møbeltapetserere mv.,106.0,238.0,37040.0,37980.0,97.52501316482359,-940.0,30.813953488372093
Offiserer fra fenrik og høyere grad,1025.0,8238.0,52940.0,62520.0,84.6769033909149,-9580.0,11.065529526071467
Operatører innen boring mv.,1050.0,11958.0,60440.0,62570.0,96.59581268978744,-2130.0,8.071955719557195
Operatører innen glass- og keramisk produksjon,223.0,1068.0,32840.0,35860.0,91.57836029001673,-3020.0,17.273431448489543
Operatører innen kjemisk industri,1588.0,7873.0,43000.0,46800.0,91.88034188034187,-3800.0,16.784695063946728
Operatører innen metallurgiske prosessfag,926.0,6818.0,36940.0,39120.0,94.42740286298569,-2180.0,11.957644628099173
Operatører innen næringsmiddelproduksjon,10147.0,16811.0,33930.0,35820.0,94.72361809045226,-1890.0,37.64003264337117
Operatører innen plastprodukter,358.0,2147.0,34510.0,37060.0,93.11926605504587,-2550.0,14.291417165668662
Operatører innen tekstilproduksjon mv.,469.0,535.0,33870.0,36700.0,92.28882833787466,-2830.0,46.713147410358566
Operatører innen treforedling,407.0,2530.0,34440.0,37250.0,92.45637583892618,-2810.0,13.857677902621724
Operatører innen trelastproduksjon,323.0,3478.0,34250.0,35210.0,97.27350184606645,-960.0,8.49776374638253
Optikere,892.0,483.0,44530.0,50000.0,89.05999999999999,-5470.0,64.87272727272727
Organisasjonsrådgivere mv.,5590.0,6395.0,51000.0,60700.0,84.01976935749587,-9700.0,46.64163537755528
Overflatebehandlere og lakkerere,193.0,3501.0,36880.0,38730.0,95.22334107926672,-1850.0,5.224688684353005
"Oversettere, tolker mv.",2797.0,1613.0,41670.0,39780.0,104.75113122171946,1890.0,63.42403628117914
PR- og informasjonssjefer,729.0,887.0,63570.0,66670.0,95.35023248837558,-3100.0,45.11138613861386
"Pakke-, tappe- og etikettmaskinoperatører",297.0,558.0,39730.0,42020.0,94.55021418372203,-2290.0,34.73684210526316
Personal- og karriererådgivere,9101.0,3583.0,51670.0,56340.0,91.71104011359603,-4670.0,71.7518133081047
Personalsjefer,1325.0,722.0,71790.0,75670.0,94.87247257830052,-3880.0,64.72887151929653
Plante- og husdyrprodusenter (kombinasjonsbruk),2101.0,5385.0,29230.0,30040.0,97.30359520639148,-810.0,28.065722682340365
Politibetjenter mv.,3909.0,7572.0,49290.0,53160.0,92.72009029345372,-3870.0,34.04755683302848
Politikere,1185.0,1542.0,68330.0,73320.0,93.19421713038734,-4990.0,43.454345434543455
Postbud og postsorterere,1632.0,2153.0,36750.0,36600.0,100.40983606557377,150.0,43.11756935270806
Produkt- og klesdesignere,433.0,321.0,49500.0,56670.0,87.34780307040762,-7170.0,57.42705570291777
Programledere i TV og radio,212.0,226.0,51620.0,50000.0,103.24,1620.0,48.401826484018265
Programvareutviklere,650.0,4809.0,54170.0,60000.0,90.28333333333333,-5830.0,11.906942663491481
Protese- og tannteknikere,502.0,488.0,42260.0,45830.0,92.21034257036875,-3570.0,50.70707070707071
Psykologer,6370.0,1871.0,51780.0,60000.0,86.3,-8220.0,77.2964446062371
Radiografer mv.,2217.0,793.0,45280.0,47430.0,95.46700400590343,-2150.0,73.65448504983388
Regissører,445.0,693.0,50000.0,51180.0,97.69441187964048,-1180.0,39.10369068541301
Regnskapsførere,13212.0,6189.0,46930.0,51750.0,90.68599033816425,-4820.0,68.09958249574764
Regnskapsmedarbeidere,15184.0,4398.0,43350.0,43930.0,98.67971773275666,-580.0,77.54059850883465
Reisebyråmedarbeidere mv.,2268.0,1089.0,36300.0,38320.0,94.72860125260961,-2020.0,67.5603217158177
Reiseledere og guider,607.0,462.0,31490.0,32480.0,96.95197044334975,-990.0,56.7820392890552
Reklame- og markedsføringsrådgivere,4611.0,3043.0,47450.0,51670.0,91.8327849816141,-4220.0,60.243010190749935
Religiøse yrker,2133.0,1207.0,40740.0,39970.0,101.92644483362523,770.0,63.8622754491018
Renholdere i virksomheter,55880.0,15787.0,32740.0,32740.0,100.0,0.0,77.97173036404482
Renholdsledere i virksomheter,1678.0,551.0,37440.0,39050.0,95.87708066581307,-1610.0,75.28039479587258
Renovasjonsarbeidere,450.0,4792.0,34950.0,36420.0,95.96375617792422,-1470.0,8.584509729111026
Renseri- og vaskerimaskinoperatører,1530.0,789.0,33090.0,32830.0,100.79195857447456,260.0,65.97671410090557
Resepsjonister (ekskl. hotell),4602.0,3801.0,33890.0,41000.0,82.65853658536585,-7110.0,54.76615494466262
Reseptarer,1689.0,327.0,43950.0,40000.0,109.87499999999999,3950.0,83.77976190476191
Restaurantsjefer,1033.0,1724.0,38000.0,40590.0,93.61911800936191,-2590.0,37.468262604280014
"Revisorer, regnskapsrådgivere",7777.0,6508.0,53420.0,62120.0,85.99484867997424,-8700.0,54.441722086104306
Rådgivere innen kompetanseutvikling,315.0,536.0,50420.0,53690.0,93.90948035015832,-3270.0,37.01527614571093
Rådgivere innen sosiale fagfelt,11289.0,2954.0,44170.0,45430.0,97.22650231124807,-1260.0,79.25998736221301
"Rådgivere/forskere, humanistiske fag",188.0,126.0,45200.0,47250.0,95.66137566137566,-2050.0,59.87261146496815
"Rådgivere/forskere, samfunnsvitenskap",620.0,450.0,55420.0,61560.0,90.02599090318388,-6140.0,57.943925233644855
"Rådgivere/forskere, samfunnsøkonomi",575.0,785.0,55360.0,60400.0,91.65562913907284,-5040.0,42.279411764705884
Rørleggere og VVS-montører,315.0,18988.0,39290.0,43030.0,91.30838949570067,-3740.0,1.6318706936745582
Saksbehandlere innen sosiale ytelser,4561.0,1473.0,40130.0,40200.0,99.82587064676616,-70.0,75.58833278090819
Salgs- og markedssjefer,3998.0,11421.0,65390.0,73690.0,88.73659926720043,-8300.0,25.929048576431672
Salgskonsulenter innen IKT-produkter,119.0,442.0,55960.0,61320.0,91.25896934116112,-5360.0,21.21212121212121
Salgskonsulenter innen tekniske og medisinske produkter,325.0,2538.0,58670.0,62240.0,94.26413881748073,-3570.0,11.351728955640935
Selgere (engros),12255.0,30766.0,46430.0,52770.0,87.98559787758195,-6340.0,28.486088189488857
Sentralbordoperatører,826.0,248.0,36650.0,36600.0,100.13661202185793,50.0,76.90875232774674
Serviceelektronikere,147.0,1330.0,43350.0,39380.0,110.0812595226003,3970.0,9.95260663507109
Servicemedarbeidere (bensinstasjon),646.0,650.0,28940.0,31610.0,91.55330591584942,-2670.0,49.84567901234568
Servitører,12092.0,7566.0,28960.0,29790.0,97.21383014434373,-830.0,61.5118526808424
Sikkerhetsanalytikere mv.,303.0,1505.0,56480.0,61640.0,91.62881245944192,-5160.0,16.758849557522122
Sivilagronomer mv.,214.0,251.0,51260.0,53580.0,95.67002612915267,-2320.0,46.02150537634409
Sivilarkitekter,3352.0,2944.0,58460.0,63360.0,92.26641414141415,-4900.0,53.24015247776366
Sivilingeniører (bygg og anlegg),4467.0,18879.0,56670.0,62130.0,91.21197489135683,-5460.0,19.133898740683627
Sivilingeniører (elektronikk),525.0,3911.0,59710.0,66670.0,89.5605219739013,-6960.0,11.834986474301171
Sivilingeniører (elkraftteknikk),565.0,2648.0,63850.0,68330.0,93.44358261378603,-4480.0,17.58481170245876
"Sivilingeniører (geofag, petro-leumsteknologi, metallurgi mv.)",3328.0,9005.0,75080.0,81220.0,92.44028564393007,-6140.0,26.984513094948515
Sivilingeniører (industri og produksjon),172.0,840.0,53580.0,54460.0,98.3841351450606,-880.0,16.99604743083004
Sivilingeniører (kjemi),336.0,389.0,54240.0,65500.0,82.80916030534351,-11260.0,46.3448275862069
Sivilingeniører (maskin- og marin-teknikk),477.0,3029.0,64160.0,69440.0,92.3963133640553,-5280.0,13.605248146035368
Sivilingeniører (miljøteknikk),132.0,122.0,53080.0,62680.0,84.68410976388002,-9600.0,51.96850393700787
Sjefskokker,1357.0,1235.0,35890.0,38740.0,92.64326277749096,-2850.0,52.35339506172839
Sjefssekretærer,7779.0,2625.0,43510.0,49890.0,87.21186610543195,-6380.0,74.76931949250289
Skattefunksjonærer,2192.0,988.0,41080.0,42470.0,96.72710148340005,-1390.0,68.93081761006289
Skoleassistenter,11867.0,4827.0,33760.0,30690.0,110.00325839035516,3070.0,71.0854199113454
Skuespillere,442.0,473.0,42100.0,45790.0,91.94147193710417,-3690.0,48.306010928961754
"Slaktere, fiskehandlere mv.",831.0,2305.0,31500.0,35790.0,88.01341156747695,-4290.0,26.498724489795915
Speditører og befraktere,1538.0,3229.0,41670.0,45790.0,91.00240227123825,-4120.0,32.26347807845605
Spesialister i pedagogikk,1968.0,929.0,52290.0,55000.0,95.07272727272728,-2710.0,67.9323438039351
Spesiallærere / spesialpedagoger,2488.0,219.0,45470.0,47580.0,95.56536359815048,-2110.0,91.90986331732546
Spesialsykepleiere,27118.0,3267.0,49840.0,52360.0,95.18716577540107,-2520.0,89.24798420273162
Sports- og aktivitetsinstruktører,5237.0,2469.0,33920.0,33430.0,101.46574932695185,490.0,67.96003114456268
